region,date,index
Alberta,2020-01-13,100
Alberta,2020-01-14,102.14
Alberta,2020-01-15,102.55
Alberta,2020-01-16,107.88
Alberta,2020-01-17,126.18
Alberta,2020-01-18,119.29
Alberta,2020-01-19,93.03
Alberta,2020-01-20,109.02
Alberta,2020-01-21,112.31
Alberta,2020-01-22,115.79
Alberta,2020-01-23,116.57
Alberta,2020-01-24,136.22
Alberta,2020-01-25,130.44
Alberta,2020-01-26,95.91
Alberta,2020-01-27,105.37
Alberta,2020-01-28,111.09
Alberta,2020-01-29,113.1
Alberta,2020-01-30,116.29
Alberta,2020-01-31,139.26
Alberta,2020-02-01,125.77
Alberta,2020-02-02,94.9
Alberta,2020-02-03,102.7
Alberta,2020-02-04,107.91
Alberta,2020-02-05,108.44
Alberta,2020-02-06,114.3
Alberta,2020-02-07,134.43
Alberta,2020-02-08,127.97
Alberta,2020-02-09,96.83
Alberta,2020-02-10,105.08
Alberta,2020-02-11,116.3
Alberta,2020-02-12,114.27
Alberta,2020-02-13,121.16
Alberta,2020-02-14,148.53
Alberta,2020-02-15,135.01
Alberta,2020-02-16,108.73
Alberta,2020-02-17,95.23
Alberta,2020-02-18,118.83
Alberta,2020-02-19,120.73
Alberta,2020-02-20,124.62
Alberta,2020-02-21,139.85
Alberta,2020-02-22,136.99
Alberta,2020-02-23,101.69
Alberta,2020-02-24,104.82
Alberta,2020-02-25,110.59
Alberta,2020-02-26,112
Alberta,2020-02-27,118.21
Alberta,2020-02-28,141.28
Alberta,2020-02-29,134.29
Alberta,2020-03-01,101.94
Alberta,2020-03-02,105.71
Alberta,2020-03-03,110.36
Alberta,2020-03-04,112.85
Alberta,2020-03-05,116
Alberta,2020-03-06,138.06
Alberta,2020-03-07,122.41
Alberta,2020-03-08,93.44
Alberta,2020-03-09,103.81
Alberta,2020-03-10,107.17
Alberta,2020-03-11,107.63
Alberta,2020-03-12,103.63
Alberta,2020-03-13,101.91
Alberta,2020-03-14,81.57
Alberta,2020-03-15,64.27
Alberta,2020-03-16,74.04
Alberta,2020-03-17,71.05
Alberta,2020-03-18,66.47
Alberta,2020-03-19,65.6
Alberta,2020-03-20,71.75
Alberta,2020-03-21,58.36
Alberta,2020-03-22,47.04
Alberta,2020-03-23,57.42
Alberta,2020-03-24,54.45
Alberta,2020-03-25,56.6
Alberta,2020-03-26,57.64
Alberta,2020-03-27,64.55
Alberta,2020-03-28,50.84
Alberta,2020-03-29,43.41
Alberta,2020-03-30,52.98
Alberta,2020-03-31,51.44
Alberta,2020-04-01,54.5
Alberta,2020-04-02,54.72
Alberta,2020-04-03,61.52
Alberta,2020-04-04,52.45
Alberta,2020-04-05,40.68
Alberta,2020-04-06,54.79
Alberta,2020-04-07,56.11
Alberta,2020-04-08,60.42
Alberta,2020-04-09,70.82
Alberta,2020-04-10,55.69
Alberta,2020-04-11,53.84
Alberta,2020-04-12,40.21
Alberta,2020-04-13,55.87
Alberta,2020-04-14,61.12
Alberta,2020-04-15,64.22
Alberta,2020-04-16,68.94
Alberta,2020-04-17,75.07
Alberta,2020-04-18,66.11
Alberta,2020-04-19,56.76
Alberta,2020-04-20,70.98
Alberta,2020-04-21,72.86
Alberta,2020-04-22,73.84
Alberta,2020-04-23,77.02
Alberta,2020-04-24,87.03
Alberta,2020-04-25,75.02
Alberta,2020-04-26,61.85
Alberta,2020-04-27,76.64
Alberta,2020-04-28,81.82
Alberta,2020-04-29,83.83
Alberta,2020-04-30,86.03
Alberta,2020-05-01,99.03
Alberta,2020-05-02,88.04
Alberta,2020-05-03,67.72
Alberta,2020-05-04,79.88
Alberta,2020-05-05,91.54
Alberta,2020-05-06,94.05
Alberta,2020-05-07,91.89
Alberta,2020-05-08,102.7
Alberta,2020-05-09,95.52
Alberta,2020-05-10,71.73
Alberta,2020-05-11,NA
Alberta,2020-05-12,NA
Alberta,2020-05-13,102.06
Alberta,2020-05-14,106.71
Alberta,2020-05-15,122.93
Alberta,2020-05-16,108.51
Alberta,2020-05-17,89.96
Alberta,2020-05-18,90.3
Alberta,2020-05-19,102.72
Alberta,2020-05-20,105.52
Alberta,2020-05-21,97.81
Alberta,2020-05-22,112.13
Alberta,2020-05-23,109.86
Alberta,2020-05-24,99.31
Alberta,2020-05-25,109.01
Alberta,2020-05-26,109.36
Alberta,2020-05-27,116.54
Alberta,2020-05-28,120.8
Alberta,2020-05-29,136.11
Alberta,2020-05-30,125.7
Alberta,2020-05-31,93.46
Alberta,2020-06-01,116.45
Alberta,2020-06-02,119.78
Alberta,2020-06-03,121.66
Alberta,2020-06-04,122.91
Alberta,2020-06-05,142.85
Alberta,2020-06-06,118.8
Alberta,2020-06-07,89.54
Alberta,2020-06-08,116.11
Alberta,2020-06-09,123.39
Alberta,2020-06-10,132.17
Alberta,2020-06-11,135.4
Alberta,2020-06-12,151.3
Alberta,2020-06-13,131.33
Alberta,2020-06-14,109.03
Alberta,2020-06-15,128.58
Alberta,2020-06-16,132.41
Alberta,2020-06-17,128.44
Alberta,2020-06-18,139.98
Alberta,2020-06-19,164
Alberta,2020-06-20,148.31
Alberta,2020-06-21,113.25
Alberta,2020-06-22,141.46
Alberta,2020-06-23,142.82
Alberta,2020-06-24,141.91
Alberta,2020-06-25,154.37
Alberta,2020-06-26,166.86
Alberta,2020-06-27,140.93
Alberta,2020-06-28,114.37
Alberta,2020-06-29,139.53
Alberta,2020-06-30,143.06
Alberta,2020-07-01,129.65
Alberta,2020-07-02,155.01
Alberta,2020-07-03,177.75
Alberta,2020-07-04,149.07
Alberta,2020-07-05,135.04
Alberta,2020-07-06,147.08
Alberta,2020-07-07,142.18
Alberta,2020-07-08,142.7
Alberta,2020-07-09,157.62
Alberta,2020-07-10,180.78
Alberta,2020-07-11,168.48
Alberta,2020-07-12,138.03
Alberta,2020-07-13,148.69
Alberta,2020-07-14,153.44
Alberta,2020-07-15,154.83
Alberta,2020-07-16,158.71
Alberta,2020-07-17,175.27
Alberta,2020-07-18,159.73
Alberta,2020-07-19,133.08
Alberta,2020-07-20,154.62
Alberta,2020-07-21,152.56
Alberta,2020-07-22,155.55
Alberta,2020-07-23,155.84
Alberta,2020-07-24,172.93
Alberta,2020-07-25,158.63
Alberta,2020-07-26,144.43
Alberta,2020-07-27,157.42
Alberta,2020-07-28,160.41
Alberta,2020-07-29,162.36
Alberta,2020-07-30,166.64
Alberta,2020-07-31,191.69
Alberta,2020-08-01,159.29
Alberta,2020-08-02,143.21
Alberta,2020-08-03,139.13
Alberta,2020-08-04,159.53
Alberta,2020-08-05,166.36
Alberta,2020-08-06,168.59
Alberta,2020-08-07,173.3
Alberta,2020-08-08,159.19
Alberta,2020-08-09,143.86
Alberta,2020-08-10,159.24
Alberta,2020-08-11,155.21
Alberta,2020-08-12,159.49
Alberta,2020-08-13,165.99
Alberta,2020-08-14,186.32
Alberta,2020-08-15,169.4
Alberta,2020-08-16,151.71
Alberta,2020-08-17,161.38
Alberta,2020-08-18,164.25
Alberta,2020-08-19,162.62
Alberta,2020-08-20,167.25
Alberta,2020-08-21,186.49
Alberta,2020-08-22,162.18
Alberta,2020-08-23,143.6
Alberta,2020-08-24,155.09
Alberta,2020-08-25,158.15
Alberta,2020-08-26,160.87
Alberta,2020-08-27,165.17
Alberta,2020-08-28,184.03
Alberta,2020-08-29,159.2
Alberta,2020-08-30,137.77
Alberta,2020-08-31,152.36
Alberta,2020-09-01,155.74
Alberta,2020-09-02,149.74
Alberta,2020-09-03,158.23
Alberta,2020-09-04,188.21
Alberta,2020-09-05,163.9
Alberta,2020-09-06,126.56
Alberta,2020-09-07,124.48
Alberta,2020-09-08,143.9
Alberta,2020-09-09,146.85
Alberta,2020-09-10,151.91
Alberta,2020-09-11,173.49
Alberta,2020-09-12,154.59
Alberta,2020-09-13,121.08
Alberta,2020-09-14,135.54
Alberta,2020-09-15,138.82
Alberta,2020-09-16,142.03
Alberta,2020-09-17,147.68
Alberta,2020-09-18,171.54
Alberta,2020-09-19,153.28
Alberta,2020-09-20,121.13
Alberta,2020-09-21,131.68
Alberta,2020-09-22,132.75
Alberta,2020-09-23,133.98
Alberta,2020-09-24,140.2
Alberta,2020-09-25,160.13
Alberta,2020-09-26,149.71
Alberta,2020-09-27,116.81
Alberta,2020-09-28,126.42
Alberta,2020-09-29,129.78
Alberta,2020-09-30,132.04
Alberta,2020-10-01,138.34
Alberta,2020-10-02,159.32
Alberta,2020-10-03,150.1
Alberta,2020-10-04,113.02
Alberta,2020-10-05,123.06
Alberta,2020-10-06,125.06
Alberta,2020-10-07,126.83
Alberta,2020-10-08,133.48
Alberta,2020-10-09,154.81
Alberta,2020-10-10,129.27
Alberta,2020-10-11,92.59
Alberta,2020-10-12,92.24
Alberta,2020-10-13,123.49
Alberta,2020-10-14,122.45
Alberta,2020-10-15,130.35
Alberta,2020-10-16,139.83
Alberta,2020-10-17,126.76
Alberta,2020-10-18,96.07
Alberta,2020-10-19,115.81
Alberta,2020-10-20,119.72
Alberta,2020-10-21,116.24
Alberta,2020-10-22,119.83
Alberta,2020-10-23,137.72
Alberta,2020-10-24,120.98
Alberta,2020-10-25,94.57
Alberta,2020-10-26,110.73
Alberta,2020-10-27,116.52
Alberta,2020-10-28,116.27
Alberta,2020-10-29,121.92
Alberta,2020-10-30,139.78
Alberta,2020-10-31,122.45
Alberta,2020-11-01,92.94
Alberta,2020-11-02,109.67
Alberta,2020-11-03,109.93
Alberta,2020-11-04,109.75
Alberta,2020-11-05,112.2
Alberta,2020-11-06,126.78
Alberta,2020-11-07,100.1
Alberta,2020-11-08,76.47
Alberta,2020-11-09,102.1
Alberta,2020-11-10,108.3
Alberta,2020-11-11,92.07
Alberta,2020-11-12,98.78
Alberta,2020-11-13,120.5
Alberta,2020-11-14,102.96
Alberta,2020-11-15,81.11
Alberta,2020-11-16,96.1
Alberta,2020-11-17,99.31
Alberta,2020-11-18,98.52
Alberta,2020-11-19,99.95
Alberta,2020-11-20,119.8
Alberta,2020-11-21,103.15
Alberta,2020-11-22,78.67
Alberta,2020-11-23,95.23
Alberta,2020-11-24,96.32
Alberta,2020-11-25,94.48
Alberta,2020-11-26,97.27
Alberta,2020-11-27,110.8
Alberta,2020-11-28,95.2
Alberta,2020-11-29,74.59
Alberta,2020-11-30,92.63
Alberta,2020-12-01,94.48
Alberta,2020-12-02,95.9
Alberta,2020-12-03,99.35
Alberta,2020-12-04,113.5
Alberta,2020-12-05,101.36
Alberta,2020-12-06,79.56
Alberta,2020-12-07,95.06
Alberta,2020-12-08,96.21
Alberta,2020-12-09,95.5
Alberta,2020-12-10,102.47
Alberta,2020-12-11,116.54
Alberta,2020-12-12,101.89
Alberta,2020-12-13,70.96
Alberta,2020-12-14,90.18
Alberta,2020-12-15,96.83
Alberta,2020-12-16,101.63
Alberta,2020-12-17,101.56
Alberta,2020-12-18,118.56
Alberta,2020-12-19,103.76
Alberta,2020-12-20,85.97
Alberta,2020-12-21,106.57
Alberta,2020-12-22,89.59
Alberta,2020-12-23,115.18
Alberta,2020-12-24,84.62
Alberta,2020-12-25,37.4
Alberta,2020-12-26,63.51
Alberta,2020-12-27,70.87
Alberta,2020-12-28,84.5
Alberta,2020-12-29,90.27
Alberta,2020-12-30,95.78
Alberta,2020-12-31,93.11
Alberta,2021-01-01,64.85
Alberta,2021-01-02,83.88
Alberta,2021-01-03,75.54
Alberta,2021-01-04,87.04
Alberta,2021-01-05,91.07
Alberta,2021-01-06,89.12
Alberta,2021-01-07,91.32
Alberta,2021-01-08,103.15
Alberta,2021-01-09,95.17
Alberta,2021-01-10,75.71
Alberta,2021-01-11,87.56
Alberta,2021-01-12,89.57
Alberta,2021-01-13,84.38
Alberta,2021-01-14,90.83
Alberta,2021-01-15,108.9
Alberta,2021-01-16,98.2
Alberta,2021-01-17,76.94
Alberta,2021-01-18,89.71
Alberta,2021-01-19,91.48
Alberta,2021-01-20,93.19
Alberta,2021-01-21,96.17
Alberta,2021-01-22,109.89
Alberta,2021-01-23,96.74
Alberta,2021-01-24,73.96
Alberta,2021-01-25,86.64
Alberta,2021-01-26,89.18
Alberta,2021-01-27,92.47
Alberta,2021-01-28,95.98
Alberta,2021-01-29,111.19
Alberta,2021-01-30,101.62
Alberta,2021-01-31,82.96
Alberta,2021-02-01,91.42
Alberta,2021-02-02,90.53
Alberta,2021-02-03,90.68
Alberta,2021-02-04,96.86
Alberta,2021-02-05,104.29
Alberta,2021-02-06,85.03
Alberta,2021-02-07,67.57
Alberta,2021-02-08,83.24
Alberta,2021-02-09,87.21
Alberta,2021-02-10,89.82
Alberta,2021-02-11,93.58
Alberta,2021-02-12,113.1
Alberta,2021-02-13,104.33
Alberta,2021-02-14,89.75
Alberta,2021-02-15,76.7
Alberta,2021-02-16,101.08
Alberta,2021-02-17,103.69
Alberta,2021-02-18,107.34
Alberta,2021-02-19,123.59
Alberta,2021-02-20,113.32
Alberta,2021-02-21,88.11
Alberta,2021-02-22,96.35
Alberta,2021-02-23,98.77
Alberta,2021-02-24,102.44
Alberta,2021-02-25,105.91
Alberta,2021-02-26,121.02
Alberta,2021-02-27,112.07
Alberta,2021-02-28,90.59
Alberta,2021-03-01,98.48
Alberta,2021-03-02,102.16
Alberta,2021-03-03,103.91
Alberta,2021-03-04,109.16
Alberta,2021-03-05,127.98
Alberta,2021-03-06,116.96
Alberta,2021-03-07,93.96
Alberta,2021-03-08,99.76
Alberta,2021-03-09,103.93
Alberta,2021-03-10,103.81
Alberta,2021-03-11,109.86
Alberta,2021-03-12,NA
Alberta,2021-03-13,122.24
Alberta,2021-03-14,96.72
Alberta,2021-03-15,104.25
Alberta,2021-03-16,108.3
Alberta,2021-03-17,110.79
Alberta,2021-03-18,115.85
Alberta,2021-03-19,135.91
Alberta,2021-03-20,125.51
Alberta,2021-03-21,97.39
Alberta,2021-03-22,105.34
Alberta,2021-03-23,108.66
Alberta,2021-03-24,109.02
Alberta,2021-03-25,111.75
Alberta,2021-03-26,131.62
Alberta,2021-03-27,122.2
Alberta,2021-03-28,98.33
Alberta,2021-03-29,99.59
Alberta,2021-03-30,116.54
Alberta,2021-03-31,124.16
Alberta,2021-04-01,140.01
Alberta,2021-04-02,120.53
Alberta,2021-04-03,116.22
Alberta,2021-04-04,84.19
Alberta,2021-04-05,113.39
Alberta,2021-04-06,116.79
Alberta,2021-04-07,116.97
Alberta,2021-04-08,115.82
Alberta,2021-04-09,133.53
Alberta,2021-04-10,116.17
Alberta,2021-04-11,90.59
Alberta,2021-04-12,108.51
Alberta,2021-04-13,111.53
Alberta,2021-04-14,115.04
Alberta,2021-04-15,122.07
Alberta,2021-04-16,140.49
Alberta,2021-04-17,127.91
Alberta,2021-04-18,88.03
Alberta,2021-04-19,100.91
Alberta,2021-04-20,118.61
Alberta,2021-04-21,121.68
Alberta,2021-04-22,111.42
Alberta,2021-04-23,131.57
Alberta,2021-04-24,118.15
Alberta,2021-04-25,93.06
Alberta,2021-04-26,115.79
Alberta,2021-04-27,116.96
Alberta,2021-04-28,123.64
Alberta,2021-04-29,129
Alberta,2021-04-30,150.61
Alberta,2021-05-01,127.85
Alberta,2021-05-02,100.99
Alberta,2021-05-03,119.58
Alberta,2021-05-04,117.8
Alberta,2021-05-05,123.45
Alberta,2021-05-06,129.84
Alberta,2021-05-07,140.23
Alberta,2021-05-08,117.63
Alberta,2021-05-09,94.75
Alberta,2021-05-10,113.91
Alberta,2021-05-11,115.85
Alberta,2021-05-12,123.67
Alberta,2021-05-13,126.54
Alberta,2021-05-14,145.98
Alberta,2021-05-15,133.1
Alberta,2021-05-16,109.38
Alberta,2021-05-17,121.36
Alberta,2021-05-18,119.95
Alberta,2021-05-19,118.81
Alberta,2021-05-20,129.59
Alberta,2021-05-21,152.36
Alberta,2021-05-22,131.53
Alberta,2021-05-23,105.74
Alberta,2021-05-24,97.37
Alberta,2021-05-25,122.87
Alberta,2021-05-26,130.5
Alberta,2021-05-27,136.17
Alberta,2021-05-28,154.01
Alberta,2021-05-29,141.67
Alberta,2021-05-30,120.42
Alberta,2021-05-31,132.86
Alberta,2021-06-01,141.34
Alberta,2021-06-02,146.87
Alberta,2021-06-03,146.6
Alberta,2021-06-04,163.7
Alberta,2021-06-05,136.96
Alberta,2021-06-06,113.43
Alberta,2021-06-07,128.98
Alberta,2021-06-08,134.16
Alberta,2021-06-09,135.91
Alberta,2021-06-10,141.21
Alberta,2021-06-11,166.17
Alberta,2021-06-12,156.21
Alberta,2021-06-13,132.32
Alberta,2021-06-14,142.53
Alberta,2021-06-15,144.38
Alberta,2021-06-16,150.05
Alberta,2021-06-17,154.74
Alberta,2021-06-18,179.43
Alberta,2021-06-19,155.43
Alberta,2021-06-20,129.74
Alberta,2021-06-21,150.51
Alberta,2021-06-22,157.56
Alberta,2021-06-23,157.43
Alberta,2021-06-24,160.76
Alberta,2021-06-25,189.36
Alberta,2021-06-26,173.21
Alberta,2021-06-27,148.52
Alberta,2021-06-28,163.1
Alberta,2021-06-29,167.74
Alberta,2021-06-30,183.5
Alberta,2021-07-01,160.81
Alberta,2021-07-02,170.15
Alberta,2021-07-03,158.95
Alberta,2021-07-04,141.05
Alberta,2021-07-05,161.27
Alberta,2021-07-06,163.11
Alberta,2021-07-07,169.5
Alberta,2021-07-08,178.26
Alberta,2021-07-09,200.46
Alberta,2021-07-10,178.96
Alberta,2021-07-11,149.37
Alberta,2021-07-12,169.74
Alberta,2021-07-13,169.86
Alberta,2021-07-14,174.16
Alberta,2021-07-15,182.23
Alberta,2021-07-16,201.51
Alberta,2021-07-17,182.35
Alberta,2021-07-18,155.15
Alberta,2021-07-19,166.58
Alberta,2021-07-20,168.97
Alberta,2021-07-21,174.86
Alberta,2021-07-22,178.43
Alberta,2021-07-23,198.7
Alberta,2021-07-24,182.65
Alberta,2021-07-25,155.45
Alberta,2021-07-26,169.8
Alberta,2021-07-27,171.74
Alberta,2021-07-28,174.71
Alberta,2021-07-29,181.8
Alberta,2021-07-30,206.23
Alberta,2021-07-31,180.83
Alberta,2021-08-01,159.18
Alberta,2021-08-02,150.71
Alberta,2021-08-03,172.55
Alberta,2021-08-04,173.16
Alberta,2021-08-05,177.41
Alberta,2021-08-06,194.09
Alberta,2021-08-07,177.54
Alberta,2021-08-08,149.37
Alberta,2021-08-09,168.74
Alberta,2021-08-10,167.92
Alberta,2021-08-11,174.47
Alberta,2021-08-12,183.87
Alberta,2021-08-13,207.92
Alberta,2021-08-14,189.02
Alberta,2021-08-15,158
Alberta,2021-08-16,168.84
Alberta,2021-08-17,166.94
Alberta,2021-08-18,176.61
Alberta,2021-08-19,177.75
Alberta,2021-08-20,200.91
Alberta,2021-08-21,185.61
Alberta,2021-08-22,153.12
Alberta,2021-08-23,160.9
Alberta,2021-08-24,171.02
Alberta,2021-08-25,177.52
Alberta,2021-08-26,181.5
Alberta,2021-08-27,200.37
Alberta,2021-08-28,190.5
Alberta,2021-08-29,162.6
Alberta,2021-08-30,169.57
Alberta,2021-08-31,167.98
British Columbia,2020-01-13,100
British Columbia,2020-01-14,100.71
British Columbia,2020-01-15,76.53
British Columbia,2020-01-16,89.64
British Columbia,2020-01-17,112.29
British Columbia,2020-01-18,103.96
British Columbia,2020-01-19,86.82
British Columbia,2020-01-20,106.26
British Columbia,2020-01-21,108.63
British Columbia,2020-01-22,109.96
British Columbia,2020-01-23,114.76
British Columbia,2020-01-24,126.57
British Columbia,2020-01-25,114.6
British Columbia,2020-01-26,92.42
British Columbia,2020-01-27,99.62
British Columbia,2020-01-28,101.72
British Columbia,2020-01-29,102.87
British Columbia,2020-01-30,106.51
British Columbia,2020-01-31,123.7
British Columbia,2020-02-01,117.07
British Columbia,2020-02-02,88.82
British Columbia,2020-02-03,98.45
British Columbia,2020-02-04,91.94
British Columbia,2020-02-05,103.33
British Columbia,2020-02-06,109.9
British Columbia,2020-02-07,125.4
British Columbia,2020-02-08,120.43
British Columbia,2020-02-09,97.19
British Columbia,2020-02-10,103.09
British Columbia,2020-02-11,105.72
British Columbia,2020-02-12,109.44
British Columbia,2020-02-13,115.61
British Columbia,2020-02-14,146.18
British Columbia,2020-02-15,123.47
British Columbia,2020-02-16,107.96
British Columbia,2020-02-17,99.72
British Columbia,2020-02-18,113.7
British Columbia,2020-02-19,117.39
British Columbia,2020-02-20,120.27
British Columbia,2020-02-21,135.06
British Columbia,2020-02-22,123.83
British Columbia,2020-02-23,97.57
British Columbia,2020-02-24,103.37
British Columbia,2020-02-25,108.09
British Columbia,2020-02-26,111.49
British Columbia,2020-02-27,111.72
British Columbia,2020-02-28,133.16
British Columbia,2020-02-29,127.86
British Columbia,2020-03-01,100.3
British Columbia,2020-03-02,104.85
British Columbia,2020-03-03,106.73
British Columbia,2020-03-04,113.53
British Columbia,2020-03-05,113.67
British Columbia,2020-03-06,131.88
British Columbia,2020-03-07,118.62
British Columbia,2020-03-08,97.54
British Columbia,2020-03-09,103.3
British Columbia,2020-03-10,103.67
British Columbia,2020-03-11,105.05
British Columbia,2020-03-12,101.05
British Columbia,2020-03-13,104.63
British Columbia,2020-03-14,93.3
British Columbia,2020-03-15,77.14
British Columbia,2020-03-16,81.18
British Columbia,2020-03-17,73.83
British Columbia,2020-03-18,70.11
British Columbia,2020-03-19,67.24
British Columbia,2020-03-20,70.26
British Columbia,2020-03-21,59.75
British Columbia,2020-03-22,43.11
British Columbia,2020-03-23,50.69
British Columbia,2020-03-24,49.7
British Columbia,2020-03-25,52.81
British Columbia,2020-03-26,48.75
British Columbia,2020-03-27,53.7
British Columbia,2020-03-28,45.15
British Columbia,2020-03-29,43.14
British Columbia,2020-03-30,48.56
British Columbia,2020-03-31,52.31
British Columbia,2020-04-01,52.78
British Columbia,2020-04-02,51.1
British Columbia,2020-04-03,57.06
British Columbia,2020-04-04,50.36
British Columbia,2020-04-05,44.18
British Columbia,2020-04-06,53.49
British Columbia,2020-04-07,54.99
British Columbia,2020-04-08,57.59
British Columbia,2020-04-09,64.85
British Columbia,2020-04-10,56.54
British Columbia,2020-04-11,55.28
British Columbia,2020-04-12,44.37
British Columbia,2020-04-13,52.57
British Columbia,2020-04-14,58.88
British Columbia,2020-04-15,63.44
British Columbia,2020-04-16,63.4
British Columbia,2020-04-17,68.65
British Columbia,2020-04-18,64.66
British Columbia,2020-04-19,53.71
British Columbia,2020-04-20,63.68
British Columbia,2020-04-21,63.25
British Columbia,2020-04-22,62.97
British Columbia,2020-04-23,66.49
British Columbia,2020-04-24,75.1
British Columbia,2020-04-25,65.24
British Columbia,2020-04-26,55.91
British Columbia,2020-04-27,65.51
British Columbia,2020-04-28,67.11
British Columbia,2020-04-29,68.62
British Columbia,2020-04-30,74.26
British Columbia,2020-05-01,83.08
British Columbia,2020-05-02,69.44
British Columbia,2020-05-03,62.58
British Columbia,2020-05-04,71.28
British Columbia,2020-05-05,76.36
British Columbia,2020-05-06,75.37
British Columbia,2020-05-07,82.44
British Columbia,2020-05-08,93.96
British Columbia,2020-05-09,89.28
British Columbia,2020-05-10,74.18
British Columbia,2020-05-11,NA
British Columbia,2020-05-12,NA
British Columbia,2020-05-13,81.76
British Columbia,2020-05-14,87.32
British Columbia,2020-05-15,106.53
British Columbia,2020-05-16,84.54
British Columbia,2020-05-17,77.63
British Columbia,2020-05-18,86.67
British Columbia,2020-05-19,93.34
British Columbia,2020-05-20,92.44
British Columbia,2020-05-21,92.84
British Columbia,2020-05-22,105.22
British Columbia,2020-05-23,98.58
British Columbia,2020-05-24,84.92
British Columbia,2020-05-25,92.21
British Columbia,2020-05-26,99.01
British Columbia,2020-05-27,103.28
British Columbia,2020-05-28,103.84
British Columbia,2020-05-29,117.74
British Columbia,2020-05-30,97.25
British Columbia,2020-05-31,85.55
British Columbia,2020-06-01,100.77
British Columbia,2020-06-02,96.03
British Columbia,2020-06-03,102.75
British Columbia,2020-06-04,105.55
British Columbia,2020-06-05,121.09
British Columbia,2020-06-06,109.54
British Columbia,2020-06-07,99.5
British Columbia,2020-06-08,102.19
British Columbia,2020-06-09,99.63
British Columbia,2020-06-10,106.27
British Columbia,2020-06-11,108.93
British Columbia,2020-06-12,122.55
British Columbia,2020-06-13,116.17
British Columbia,2020-06-14,98.83
British Columbia,2020-06-15,105.82
British Columbia,2020-06-16,115.1
British Columbia,2020-06-17,118.22
British Columbia,2020-06-18,126.06
British Columbia,2020-06-19,138.6
British Columbia,2020-06-20,120.29
British Columbia,2020-06-21,105.48
British Columbia,2020-06-22,119.79
British Columbia,2020-06-23,119.71
British Columbia,2020-06-24,125.81
British Columbia,2020-06-25,135.57
British Columbia,2020-06-26,149.73
British Columbia,2020-06-27,137.84
British Columbia,2020-06-28,130.06
British Columbia,2020-06-29,135.95
British Columbia,2020-06-30,138.67
British Columbia,2020-07-01,119.28
British Columbia,2020-07-02,144.7
British Columbia,2020-07-03,159.83
British Columbia,2020-07-04,147.74
British Columbia,2020-07-05,150.03
British Columbia,2020-07-06,138.17
British Columbia,2020-07-07,136.07
British Columbia,2020-07-08,140.1
British Columbia,2020-07-09,142.19
British Columbia,2020-07-10,164.63
British Columbia,2020-07-11,144.58
British Columbia,2020-07-12,139.19
British Columbia,2020-07-13,143.88
British Columbia,2020-07-14,145.25
British Columbia,2020-07-15,149.01
British Columbia,2020-07-16,149.89
British Columbia,2020-07-17,167.61
British Columbia,2020-07-18,161.61
British Columbia,2020-07-19,152.17
British Columbia,2020-07-20,151.88
British Columbia,2020-07-21,147.89
British Columbia,2020-07-22,148.46
British Columbia,2020-07-23,150.75
British Columbia,2020-07-24,167.45
British Columbia,2020-07-25,161.56
British Columbia,2020-07-26,150.69
British Columbia,2020-07-27,152.6
British Columbia,2020-07-28,152.86
British Columbia,2020-07-29,155.74
British Columbia,2020-07-30,165.42
British Columbia,2020-07-31,185.13
British Columbia,2020-08-01,169.25
British Columbia,2020-08-02,151.36
British Columbia,2020-08-03,153.06
British Columbia,2020-08-04,161.55
British Columbia,2020-08-05,163.74
British Columbia,2020-08-06,162.01
British Columbia,2020-08-07,177.32
British Columbia,2020-08-08,164.57
British Columbia,2020-08-09,156.84
British Columbia,2020-08-10,159.26
British Columbia,2020-08-11,156.59
British Columbia,2020-08-12,158.53
British Columbia,2020-08-13,168.91
British Columbia,2020-08-14,184.5
British Columbia,2020-08-15,172
British Columbia,2020-08-16,160.74
British Columbia,2020-08-17,162.75
British Columbia,2020-08-18,161.31
British Columbia,2020-08-19,160.8
British Columbia,2020-08-20,160.91
British Columbia,2020-08-21,171.72
British Columbia,2020-08-22,162.83
British Columbia,2020-08-23,149.35
British Columbia,2020-08-24,155
British Columbia,2020-08-25,155.72
British Columbia,2020-08-26,157.83
British Columbia,2020-08-27,165.5
British Columbia,2020-08-28,179.17
British Columbia,2020-08-29,162.51
British Columbia,2020-08-30,147.19
British Columbia,2020-08-31,150.57
British Columbia,2020-09-01,152.24
British Columbia,2020-09-02,154.97
British Columbia,2020-09-03,163.9
British Columbia,2020-09-04,186.99
British Columbia,2020-09-05,164.06
British Columbia,2020-09-06,146.45
British Columbia,2020-09-07,151.75
British Columbia,2020-09-08,150.26
British Columbia,2020-09-09,146.72
British Columbia,2020-09-10,148.69
British Columbia,2020-09-11,164.4
British Columbia,2020-09-12,144.07
British Columbia,2020-09-13,118.23
British Columbia,2020-09-14,130.23
British Columbia,2020-09-15,132.7
British Columbia,2020-09-16,135.8
British Columbia,2020-09-17,138.22
British Columbia,2020-09-18,154.02
British Columbia,2020-09-19,138.99
British Columbia,2020-09-20,119.21
British Columbia,2020-09-21,125.32
British Columbia,2020-09-22,126.99
British Columbia,2020-09-23,123.85
British Columbia,2020-09-24,127.38
British Columbia,2020-09-25,142.19
British Columbia,2020-09-26,129.71
British Columbia,2020-09-27,111.9
British Columbia,2020-09-28,123.62
British Columbia,2020-09-29,128.89
British Columbia,2020-09-30,128.12
